Kanji,Word,Meaning,Meaning_FR,Meaning_KR
壊,壊滅,"destruction, annihilation, devastation, catastrophe","destruction, anéantissement, dévastation, catastrophe","파괴, 소멸, 폐허, 재앙"
壊,壊す,"to break, to destroy, to demolish; to wreck, to ruin, to spoil, to damage; to break (a bill, etc.)","de briser, de détruire, de démolir; d’épave, de ruine, de gâter, de dommages; à briser (une facture, etc.)","파괴, 파괴, 철거; 난파선, 파멸, 망치기, 손상; (청구서 등)"
壊,壊れる,"to be broken, to break; to fall through, to come to nothing","d’être brisé, de briser; de tomber à travers, de venir à rien","부서질, 휴식; 넘어지기 위해, 아무것도 에 와서"
壊,損壊,"damage, destruction","dommages, destruction","손상, 파괴"
壊,取り壊し,"demolition, pulling down, destruction, dismantling","démolition, tir vers le bas, destruction, démantèlement","철거, 당기, 파괴, 해체"
壊,倒壊,"destruction, collapse","destruction, effondrement","파괴, 붕괴"
壊,取り壊す,"to demolish, to tear or pull down","de démolir, de démolir ou de tirer vers le bas","철거, 찢어지거나 아래로 당겨"
壊,壊死,necrosis,Nécrose,괴 사
債,債,"debt, loan","dette, prêt","부채, 대출"
債,国債,"national debt, national securities, government bonds, government securities","dette nationale, titres nationaux, obligations d’État, titres d’État","국가채무, 국가증권, 국채, 정부증권"
債,債権,"credit, claim","crédit, réclamation","신용, 클레임"
債,債務,"debt, liabilities","dette, passifs","부채, 부채"
債,債券,"bond, debenture","obligation, débenture","채권, 사채"
債,負債,"debt, liabilities","dette, passifs","부채, 부채"
債,社債,"corporate bond, corporate debenture","obligations de sociétés, débenture de sociétés","회사채, 사채"
債,割引債,discount bond,caution d’escompte,할인 채권
債,公債,"public debt, public bond or securities","dette publique, obligations publiques ou titres","공공 부채, 공채 또는 유가증권"
債,公社債,public bonds,obligations publiques,공채
恩,恩,"favour, favor, obligation, debt of gratitude","faveur, faveur, obligation, dette de gratitude","호의, 호의, 의무, 감사의 부채"
恩,恩恵,"grace, favor, favour, blessing, benefit","grâce, faveur, faveur, bénédiction, bénéfice","은혜, 호의, 호의, 축복, 혜택"
恩,恩赦,"amnesty, pardon","amnistie, pardon","사면, 사면"
恩,恩師,"one's honoured teacher, one's honored teacher","son professeur d’honneur, son professeur honoré","존경받는 교사, 존경받는 교사"
恩,恩返し,"requital of a favour (favor), repayment (of an obligation, kindness, etc.)","rééquital d’une faveur (faveur), remboursement (d’une obligation, de la bonté, etc.)","호의(호의), 상환(의무, 친절 등)"
恩,恩給,pension,Pension,연금
恩,恩賜,Imperial gift,Cadeau impérial,황실 선물
恩,恩義,"obligation, favour, favor, debt of gratitude","obligation, faveur, faveur, dette de gratitude","의무, 호의, 호의, 감사의 부채"
恩,恩人,"benefactor, patron","bienfaiteur, mécène","후원자, 후원자"
恩,恩典,"favour, favor, act of grace, special privilege","faveur, faveur, acte de grâce, privilège spécial","호의, 호의, 은혜의 행위, 특별한 특권"
儀,儀,"rule, ceremony, affair, case, matter","règle, cérémonie, affaire, affaire, matière","규칙, 의식, 사건, 사건, 문제"
儀,葬儀,funeral service,service funèbre,장례식
儀,余儀ない,"unavoidable, inevitable, beyond one's control","inévitable, inévitable, hors de son contrôle","피할 수 없는 불가피한, 불가피한, 자신의 통제를 벗어난"
儀,余儀なく,"unavoidably, necessarily, inevitably","inévitablement, nécessairement, inévitablement","불가피하게, 반드시, 불가피하게"
儀,儀式,"ceremony, rite, ritual, service","cérémonie, rite, rituel, service","의식, 의식, 의식, 봉사"
儀,儀礼,"etiquette, courtesy","étiquette, courtoisie","에티켓, 예의"
儀,礼儀,"manners, courtesy, etiquette","manières, courtoisie, étiquette","매너, 예의, 에티켓"
儀,祝儀,"congratulations, celebration, congratulatory gift, tip","félicitations, célébration, cadeau de félicitations, pourboire","축 하, 축 하, 축 하, 축 하 선물, 팁"
儀,行儀,"manners, behavior, behaviour","manières, comportement, comportement","매너, 행동, 행동"
儀,流儀,"style, fashion","style, mode","스타일, 패션"
往,往復,"round trip, coming and going, return ticket","aller-retour, aller et venir, billet de retour","왕복, 왕복, 왕복 티켓"
往,往来,"coming and going, road, correspondence, street traffic, highway","aller et venir, route, correspondance, circulation routière, autoroute","오고 가는 것, 도로, 대응, 도로 교통, 고속도로"
往,立ち往生,"bring to a standstill, stalling, stranding","mettre à l’arrêt, au décrochage, à l’échouement","정지, 실속, 좌초에 가져"
往,往年,"former, one-time, years ago","ancienne, unique, il y a des an nées","이전, 한 번, 년 전"
往,往時,ancient times,Antiquité,고대 시대
往,往診,"doctor's visit, house call","visite du médecin, appel à domicile","의사의 방문, 집 전화"
往,往路,outward journey,voyage vers l’extérieur,바깥쪽 여행
往,往々,"sometimes, often","parfois, souvent","때때로, 종종"
往,往還,"traffic, coming and going, highway","trafic, aller et venir, autoroute","교통, 오고 가는, 고속도로"
往,大往生,peaceful death,mort paisible,평화로운 죽음
継,継続,continuation,Continuation,연속
継,後継,successor,Successeur,후계자
継,中継,"relay, hook-up","relais, branchement","릴레이, 후크업"
継,継投,relieving the (starting) pitcher,soulager le lanceur (partant),(선발) 투수 완화
継,継承,"inheritance, succession, accession","héritage, succession, adhésion","상속, 승계, 가입"
継,中継ぎ,"intermediary, agency, brokerage, (electric) relay","intermédiaire, agence, courtage, relais (électrique)","중개, 기관, 중개, (전기) 릴레이"
継,継続的,continuous,Continue,연속
継,引き継ぐ,"to take over, to hand over","de prendre le relais, de remettre","인계를 위해, 인계"
継,継ぐ,to succeed (someone in a business or inheritance),pour réussir (quelqu’un dans une entreprise ou un héritage),성공하기 위해(비즈니스 또는 상속의 사람)
継,生中継,"(on TV) ""live"" broadcast","(à la télé) diffusion ""en direct""","(TV에서) ""라이브"" 방송"
滋,滋養,nourishment,Nourriture,영양
滋,京滋地方,Kyoto-Shiga district,District de Kyoto-Shiga,교토시가 구
滋,滋雨,welcome (beneficial) rain,pluie bienvenue (bénéfique),환영 (유익한) 비
滋,滋賀県,Shiga prefecture (Kinki area),Préfecture de Shiga (région de Kinki),시가현(긴키지역)
滋,滋養分,nutrient,Nutriments,영양소
滋,滋殖,"reproducing in large numbers, multiplying","se reproduire en grand nombre, en multipliant","대량으로 재생, 곱하기"
滋,滋味,"nutriment, wholesome, savoriness, savouriness, rich food, nourishment","nutriment, sain, saveur, salé, nourriture riche, nourriture","영양, 건강에 좋은, 풍미, 풍미, 풍부한 음식, 영양"
滋,滋養物,nourishing or nutritious food,aliments nourrissants ou nutritifs,영양또는 영양가 있는 음식
滋,滋強飲料,tonic drink,boisson tonique,토닉 드링크
滋,滋味に富む,"nutritious, delicious","nutritif, délicieux",영양가 있고 맛있습니다.
幻,幻,"phantom, vision, illusion, dream","fantôme, vision, illusion, rêve","팬텀, 비전, 환상, 꿈"
幻,幻想,illusions,Illusions,환상
幻,幻影,"phantom, vision, illusion","fantôme, vision, illusion","팬텀, 비전, 환상"
幻,幻覚,"hallucination, illusion","hallucination, illusion","환각, 환상"
幻,変幻,transformation,Transformation,변환
幻,夢幻,"dreams, fantasy, visions","rêves, fantaisie, visions","꿈, 환상, 비전"
幻,幻滅,disillusionment,Désillusion,환멸
幻,幻惑,"fascination, glamor, glamour, bewitching","fascination, glamour, glamour, envoûtant","매혹, 매력, 매력, 요염한"
幻,幻想曲,"fantasy, fantasia","fantaisie, fantasia","판타지, 판타지아"
幻,幻を追う,to pursue phantoms,pour poursuivre les fantômes,팬텀을 추구하기 위해
煮,煮る,"to boil, to cook","à ébullition, pour cuisiner",끓여서 요리합니다.
煮,煮物,food cooked by boiling or stewing,aliments cuits en ébullition ou en ragoût,끓이거나 찌는 음식
煮,煮やす,to cook inside,pour cuisiner à l’intérieur,내부에서 요리하려면
煮,煮詰まる,to be boiled down,à résumer,끓여야 합니다.
煮,煮込み,"stew, hodgepodge","ragoût, hodgepodge","스튜, 호지포지"
煮,煮込む,"to cook together, to boil well","pour bien cuire ensemble, bien bouillir",함께 요리하고 잘 끓여
煮,煮汁,broth,Bouillon,국물
煮,雑煮,"New Year dish, rice cakes cooked w. vegetables","Plat du Nouvel An, gâteaux de riz cuits w. légumes","새해 요리, 야채 를 요리 한 떡"
煮,煮え切らない,"half-cooked, vague, halfhearted, indecisive","mi-cuit, vague, demi-coeur, indécis","반 요리, 모호한, 하프 하트, 우유부단한"
煮,佃煮,preserved food boiled in soy,aliments conservés bouillis en soja,대두에 삶은 보존 식품
姫,姫,"princess, young lady of noble birth; girl; small & lovely","princesse, jeune femme de naissance noble; fille; petit et charmant","공주, 고귀한 출생의 젊은 아가씨; 소녀; 작고 사랑스러운"
姫,舞姫,(temple) dance,(temple) danse,(사원) 댄스
姫,歌姫,songstress,Chanteuse,송스트레스
姫,姫さま,daughter of a nobleman,fille d’un noble,귀족의 딸
姫,姫ウォンバット,common wombat (Vombatus ursinus),wombat commun (Vombatus ursinus),일반적인 웜뱃 (보바투스 수레)
姫,いばら姫,"Sleeping Beauty, Thorn Princess, Briar Rose","Belle au bois dormant, Princesse épineuse, Briar Rose","잠자는 아름다움, 가시 공주, 브라이어 로즈"
姫,姫君,"daughter of a person of high rank (i.e. a king, noble, aristocrat, etc.)","fille d’une personne de haut rang (c.-à-d. un roi, noble, aristocrate, etc.)","높은 계급의 사람의 딸 (즉, 왕, 귀족, 귀족 등)"
姫,一姫二太郎,It's good to have a girl first and then a boy,"C’est bien d’avoir une fille d’abord, puis un garçon",그것은 먼저 여자를 가지고 다음 소년을 하는 것이 좋다
姫,美姫,"beautiful maiden, beauty","belle jeune fille, beauté","아름다운 처녀, 아름다움"
姫,姫様,daughter of a nobleman,fille d’un noble,귀족의 딸
須,必須,"indispensable, required","indispensable, requis",필수 불가결한 필수
須,須らく,"by all means, in all cases, ought to do","par tous les moyens, dans tous les cas, devrait faire","모든 경우에, 모든 경우에,"
須,須く,"by all means, in all cases, ought to do","par tous les moyens, dans tous les cas, devrait faire","모든 경우에, 모든 경우에,"
須,急須,small teapot,petite théière,작은 주전자
須,急須の口,spout of a teapot,bec d’une théière,주전자의 주전자
須,恵比須,Ebisu (god of fishing and commerce),Ebisu (dieu de la pêche et du commerce),에비스 (어업의 신)
須,須臾,"little while, short while, moment, instant; a while, quite a time; it's been a long time","peu de temps, peu de temps, moment, instantané; un moment, un certain temps; ça fait longtemps que ça fait longtemps","잠시 동안, 짧은 동안, 순간, 인스턴트; 잠시, 꽤 시간; 그것은 오랜 시간이었다"
須,必須科目,required subjects,sujets requis,필수 과목
須,須要,absolutely necessary,absolument nécessaire,절대적으로 필요한
須,白長須鯨,blue whale (Balaenoptera musculus),baleine bleue (Balaenoptera musculus),대왕고래 (발라엔옵테라 근막)
誓,誓って,"surely, upon my word, by Jove; (with neg) by no means, never","sûrement, sur ma parole, par Jove; (avec neg) en aucun cas, jamais","분명히, 내 말에, 조브에 의해; (부정) 결코, 결코"
誓,誓い,"oath, vow","serment, vœu","맹세, 서약"
誓,宣誓,"oath, abjuration, pledge","serment, abjuration, engagement","맹세, 낙태, 서약"
誓,誓約,"written vow, pledge, covenant","vœu écrit, engagement, alliance","서면 서약, 서약, 성약"
誓,誓約書,"written oath, covenant","serment écrit, alliance","서면 맹세, 성약"
誓,誓う,"to swear, to vow, to take an oath, to pledge","de jurer, de jurer, de prêter serment, de s’engager","맹세하고, 맹세하고, 맹세하고, 맹세하고, 맹세하기 위해"
誓,祈誓,"vow, oath, pledge","vœu, serment, engagement","서약, 맹세, 서약"
誓,偽り誓う,to swear falsely,de jurer faussement,거짓 맹세
誓,偽誓,"perjury, false oath","parjure, faux serment","위증, 거짓 선서"
誓,修道誓願,vows of religious orders,vœux d’ordres religieux,종교 적 질서의 서약
把,把握,"grasp, catch, understanding","saisir, attraper, comprendre","파악, 캐치, 이해"
把,把,counter for bundles,compteur pour les paquets,번들 카운터
把,一把,"bundle, bunch","bundle, bouquet","번들, 무리"
把,大雑把,"rough (as in not precise), broad, sketchy","rugueux (comme dans non précis), large, sommaire","거칠게 (정확하지 않음), 넓고 스케치"
把,把持,"grasp, hold, grip","saisir, tenir, saisir","잡기, 잡기, 그립"
把,把っ手,"handle, grip, knob","poignée, adhérence, bouton","손잡이, 그립, 손잡이"
把,把手,"handle, grip, knob","poignée, adhérence, bouton","손잡이, 그립, 손잡이"
把,把捉,grasping (a meaning),saisir (un sens),파악(의미)
把,十把一絡げ,"lumping together all sorts of things, making sweeping generalizations, dealing with various things under one head","regrouper toutes sortes de choses, faire des généralisations de balayage, traiter avec diverses choses sous une seule tête","모든 종류의 것들을 뭉치게 하고, 전면적인 일반화를 만들고, 한 머리 아래에서 다양한 것들을 다루고 있습니다."
